store_location,dow,hour,avg_orders
Hell's Kitchen,Thursday,8,0.9835157026803737
Hell's Kitchen,Thursday,9,0.9650392367319515
Hell's Kitchen,Thursday,10,0.9992374605521711
Hell's Kitchen,Thursday,11,1.019329442287802
Hell's Kitchen,Thursday,12,0.987110954712911
Hell's Kitchen,Thursday,13,0.955108705085327
Hell's Kitchen,Thursday,14,0.9446966535481639
Hell's Kitchen,Thursday,15,0.9687616686957842
Hell's Kitchen,Thursday,16,0.9445166929415328
Hell's Kitchen,Thursday,17,0.9688082906999769
Hell's Kitchen,Thursday,18,0.9928338080450047
Hell's Kitchen,Thursday,19,0.9480146101414043
Hell's Kitchen,Thursday,20,1.087729533907909
Hell's Kitchen,Tuesday,6,0.9547577831014574
Hell's Kitchen,Tuesday,7,0.946847501221523
Hell's Kitchen,Tuesday,8,0.9603100125368099
Hell's Kitchen,Tuesday,9,1.126553179828862
Hell's Kitchen,Tuesday,10,1.0145869398951284
Hell's Kitchen,Tuesday,11,0.9567787688685893
Hell's Kitchen,Tuesday,12,0.9967511689298947
Hell's Kitchen,Tuesday,13,1.0174853282250276
Hell's Kitchen,Tuesday,14,0.9316678332109124
Hell's Kitchen,Tuesday,15,0.970755545782575
Hell's Kitchen,Tuesday,16,0.9872045601678934
Hell's Kitchen,Tuesday,17,0.9234706962180974
Hell's Kitchen,Tuesday,18,0.955822511957393
Hell's Kitchen,Tuesday,19,0.952576721409724
Hell's Kitchen,Tuesday,20,1.052303688735132
Hell's Kitchen,Wednesday,6,0.9197254002580775
Hell's Kitchen,Wednesday,7,1.0069184971972325
Hell's Kitchen,Wednesday,8,0.9841605513978893
Hell's Kitchen,Wednesday,9,1.0556269863776673
Hell's Kitchen,Wednesday,10,1.0306579453878268
Hell's Kitchen,Wednesday,11,1.1077965388091071
Hell's Kitchen,Wednesday,12,0.972940574483129
Hell's Kitchen,Wednesday,13,0.9980643274615161
Hell's Kitchen,Wednesday,14,0.9684487246699721
Hell's Kitchen,Wednesday,15,0.9550498506924903
Hell's Kitchen,Wednesday,16,0.9485496566007459
Hell's Kitchen,Wednesday,17,1.0122308760784302
Hell's Kitchen,Wednesday,18,0.9688108886144516
Hell's Kitchen,Wednesday,19,0.9489057600934003
Hell's Kitchen,Wednesday,20,1.1449014456530018
Lower Manhattan,Friday,6,1.0585397346279521
Lower Manhattan,Friday,7,1.0467437425109842
Lower Manhattan,Friday,8,1.0186880823918956
Lower Manhattan,Friday,9,1.0652513201816607
Lower Manhattan,Friday,10,1.0425986273024115
Lower Manhattan,Friday,11,1.0092954847256665
Lower Manhattan,Friday,12,1.003580602371876
Lower Manhattan,Friday,13,1.0108220590975163
Lower Manhattan,Friday,14,1.0347541918865737
Lower Manhattan,Friday,15,1.0261421102760662
Lower Manhattan,Friday,16,0.9978633122764995
Lower Manhattan,Friday,17,0.9890575186802266
Lower Manhattan,Friday,18,1.009811384012713
Lower Manhattan,Friday,19,1.4505905584121557
Lower Manhattan,Friday,20,0.8255328365485477
Lower Manhattan,Monday,6,1.0268578161577169
Lower Manhattan,Monday,7,1.0473955792926772
Lower Manhattan,Monday,8,1.0519114417595063
Lower Manhattan,Monday,9,1.0379072187575726
Lower Manhattan,Monday,10,1.033340392829142
Lower Manhattan,Monday,11,1.004679782177254
Lower Manhattan,Monday,12,1.0233616848095612
Lower Manhattan,Monday,13,0.9628596407887551
Lower Manhattan,Monday,14,1.0519683822902874
Lower Manhattan,Monday,15,1.0735998655602181
Lower Manhattan,Monday,16,1.0002993628629446
Lower Manhattan,Monday,17,0.9646098537778508
Lower Manhattan,Monday,18,0.9744800427858334
Lower Manhattan,Monday,19,1.1601349106132681
Lower Manhattan,Monday,20,0.8399605656643178
Lower Manhattan,Saturday,6,1.0557877940569755
Lower Manhattan,Saturday,7,1.0310782537660053
Lower Manhattan,Saturday,8,1.040969515652804
Lower Manhattan,Saturday,9,1.060659503921848
Lower Manhattan,Saturday,10,1.0664011568155995
Lower Manhattan,Saturday,11,0.9942187634914241
Lower Manhattan,Saturday,12,1.014103859312524
Lower Manhattan,Saturday,13,1.001764952042813
Lower Manhattan,Saturday,14,1.0448254902457874
Lower Manhattan,Saturday,15,1.026218748904369
Lower Manhattan,Saturday,16,0.9977448064961486
Lower Manhattan,Saturday,17,0.9853554453409133
Lower Manhattan,Saturday,18,0.9149815889487837
Lower Manhattan,Saturday,19,1.6900084175675603
Lower Manhattan,Saturday,20,1.216293936885744
Lower Manhattan,Sunday,6,1.0124109672741812
Lower Manhattan,Sunday,7,1.0708438765263253
Lower Manhattan,Sunday,8,1.0207415308394325
Lower Manhattan,Sunday,9,1.0680283058171125
Lower Manhattan,Sunday,10,1.020218879255667
Lower Manhattan,Sunday,11,0.9917952387398008
Lower Manhattan,Sunday,12,0.9432193631888105
Lower Manhattan,Sunday,13,1.0269711320752468
Lower Manhattan,Sunday,14,1.0147721557550056
Lower Manhattan,Sunday,15,1.0032532048732157
Lower Manhattan,Sunday,16,0.9763915161838465
Lower Manhattan,Sunday,17,0.9747893566719004
Lower Manhattan,Sunday,18,0.9577580275960207
Lower Manhattan,Sunday,19,1.0494771523531172
Lower Manhattan,Sunday,20,0.7640820885564289
Lower Manhattan,Thursday,6,1.0524923444422933
Lower Manhattan,Thursday,7,1.0399601518347716
Lower Manhattan,Thursday,8,1.0624736791828395
Lower Manhattan,Thursday,9,1.0371267350264153
Lower Manhattan,Thursday,10,1.0500795424566418
Lower Manhattan,Thursday,11,1.0054225921581141
Lower Manhattan,Thursday,12,1.0043766830029288
Lower Manhattan,Thursday,13,0.9230711848829531
Lower Manhattan,Thursday,14,1.0177679111154971
Lower Manhattan,Thursday,15,1.029596631466813
Lower Manhattan,Thursday,16,0.9624703585956385
Lower Manhattan,Thursday,17,0.9832501593832567
Lower Manhattan,Thursday,18,0.9890535002372881
Lower Manhattan,Thursday,19,1.2862583196454662
Lower Manhattan,Thursday,20,0.8116094717447242
Lower Manhattan,Tuesday,6,1.0494885250185981
Lower Manhattan,Tuesday,7,1.091243493454619
Lower Manhattan,Tuesday,8,1.0907499643948664
Lower Manhattan,Tuesday,9,1.0585769074846176
Lower Manhattan,Tuesday,10,1.0258808423262864
Lower Manhattan,Tuesday,11,0.9896507992951813
Lower Manhattan,Tuesday,12,0.9891523959976591
Lower Manhattan,Tuesday,13,1.0382443383038475
Lower Manhattan,Tuesday,14,1.0316194784979575
Lower Manhattan,Tuesday,15,1.0503426149104524
Lower Manhattan,Tuesday,16,1.0372640047722108
Lower Manhattan,Tuesday,17,0.9950118603308961
Lower Manhattan,Tuesday,18,0.9643384741744774
Lower Manhattan,Tuesday,19,1.3281327292247738
Lower Manhattan,Tuesday,20,0.7959256815059342
Lower Manhattan,Wednesday,6,1.0980354727787534
Lower Manhattan,Wednesday,7,1.0314302608023296
Lower Manhattan,Wednesday,8,1.0396963837011586
Lower Manhattan,Wednesday,9,1.0214863895140456
Lower Manhattan,Wednesday,10,1.0309185600808342
Lower Manhattan,Wednesday,11,0.9932026249276464
Lower Manhattan,Wednesday,12,0.9738994934122227
Lower Manhattan,Wednesday,13,1.0455860159193238
Lower Manhattan,Wednesday,14,1.0262831413522449
Lower Manhattan,Wednesday,15,1.02083533406031
Lower Manhattan,Wednesday,16,0.9700369565928875
Lower Manhattan,Wednesday,17,0.9154998098570943
Lower Manhattan,Wednesday,18,0.9614572319023799
Lower Manhattan,Wednesday,19,1.1622808837674625
Lower Manhattan,Wednesday,20,0.9068858301341074
