store_location,ts,forecast_orders,baseline_orders,delta_orders,suggestion
Astoria,2023-06-09 07:00:00,35.53163727243664,26.51307397509714,9.018563297339501,hold
Astoria,2023-06-09 08:00:00,30.073624499698774,29.073692789593444,0.9999317101053293,hold
Astoria,2023-06-09 09:00:00,39.60167890145071,28.35885337054656,11.242825530904152,hold
Astoria,2023-06-09 10:00:00,34.59360240546382,31.388918967700516,3.204683437763304,hold
Astoria,2023-06-09 11:00:00,24.080187199767476,16.291937207232728,7.788249992534748,hold
Astoria,2023-06-09 12:00:00,12.560725789616043,15.897175139997882,-3.336449350381839,hold
Astoria,2023-06-09 13:00:00,18.022646700627842,16.697368519527977,1.3252781810998648,hold
Astoria,2023-06-09 14:00:00,13.273764936635144,15.993198345541494,-2.719433408906349,hold
Astoria,2023-06-09 15:00:00,12.49328992088304,16.852072572903793,-4.3587826520207535,hold
Astoria,2023-06-09 16:00:00,23.828989741992668,16.95343040097761,6.875559341015059,hold
Astoria,2023-06-09 17:00:00,14.50008269006815,17.849646986051315,-3.349564295983166,hold
Astoria,2023-06-09 18:00:00,12.75447186259237,17.465554163876867,-4.711082301284497,hold
Astoria,2023-06-09 19:00:00,38.12262961701888,18.719190458474014,19.403439158544867,hold
Astoria,2023-06-10 07:00:00,23.83284542701257,26.51307397509714,-2.680228548084571,hold
Astoria,2023-06-10 08:00:00,40.12331774371992,29.073692789593444,11.049624954126479,hold
Astoria,2023-06-10 09:00:00,31.26065800641386,28.35885337054656,2.9018046358673004,hold
Astoria,2023-06-10 10:00:00,28.96921733385497,31.388918967700516,-2.419701633845545,hold
Astoria,2023-06-10 11:00:00,32.16584029272586,16.291937207232728,15.873903085493133,hold
Astoria,2023-06-10 12:00:00,26.385686182334606,15.897175139997882,10.488511042336723,hold
Astoria,2023-06-10 13:00:00,26.487287203001966,16.697368519527977,9.789918683473989,hold
Astoria,2023-06-10 14:00:00,22.369446241017684,15.993198345541494,6.37624789547619,hold
Astoria,2023-06-10 15:00:00,19.002367934864232,16.852072572903793,2.1502953619604384,hold
Astoria,2023-06-10 16:00:00,26.922903113925763,16.95343040097761,9.969472712948154,hold
Astoria,2023-06-10 17:00:00,27.48881135738305,17.849646986051315,9.639164371331734,hold
Astoria,2023-06-10 18:00:00,18.854765852910838,17.465554163876867,1.3892116890339707,hold
Astoria,2023-06-10 19:00:00,34.41961210878543,18.719190458474014,15.700421650311416,hold
Astoria,2023-06-11 07:00:00,29.432152438696214,26.51307397509714,2.9190784635990745,hold
Astoria,2023-06-11 08:00:00,38.71550848022582,29.073692789593444,9.641815690632377,hold
Astoria,2023-06-11 09:00:00,44.30233642227878,28.35885337054656,15.943483051732219,hold
Astoria,2023-06-11 10:00:00,25.129949124823906,31.388918967700516,-6.25896984287661,hold
Astoria,2023-06-11 11:00:00,13.176201454710485,16.291937207232728,-3.1157357525222427,hold
Astoria,2023-06-11 12:00:00,11.518441897708529,15.897175139997882,-4.3787332422893535,hold
Astoria,2023-06-11 13:00:00,15.664262177321731,16.697368519527977,-1.0331063422062456,hold
Astoria,2023-06-11 14:00:00,18.365921382006288,15.993198345541494,2.3727230364647944,hold
Astoria,2023-06-11 15:00:00,13.602927619876997,16.852072572903793,-3.2491449530267964,hold
Astoria,2023-06-11 16:00:00,13.561585824083338,16.95343040097761,-3.3918445768942718,hold
Astoria,2023-06-11 17:00:00,12.606743995055357,17.849646986051315,-5.242902990995958,hold
Astoria,2023-06-11 18:00:00,19.372673633802492,17.465554163876867,1.9071194699256253,hold
Astoria,2023-06-11 19:00:00,34.995953660444776,18.719190458474014,16.276763201970763,hold
Astoria,2023-06-12 07:00:00,35.812664663961634,26.51307397509714,9.299590688864495,hold
Astoria,2023-06-12 08:00:00,39.91062970983015,29.073692789593444,10.836936920236703,hold
Astoria,2023-06-12 09:00:00,33.13489180316531,28.35885337054656,4.776038432618751,hold
Astoria,2023-06-12 10:00:00,9.657249043517256,31.388918967700516,-21.731669924183258,hold
Astoria,2023-06-12 11:00:00,17.155520526856222,16.291937207232728,0.8635833196234941,hold
Astoria,2023-06-12 12:00:00,12.594558111560504,15.897175139997882,-3.3026170284373784,hold
Astoria,2023-06-12 13:00:00,10.331453275268208,16.697368519527977,-6.365915244259769,hold
Astoria,2023-06-12 14:00:00,14.606470031829167,15.993198345541494,-1.386728313712327,hold
Astoria,2023-06-12 15:00:00,11.955738312880056,16.852072572903793,-4.896334260023737,hold
Astoria,2023-06-12 16:00:00,13.168330502324764,16.95343040097761,-3.7850998986528452,hold
Astoria,2023-06-12 17:00:00,19.29005475631701,17.849646986051315,1.4404077702656934,hold
Astoria,2023-06-12 18:00:00,18.45515862924689,17.465554163876867,0.9896044653700216,hold
Astoria,2023-06-12 19:00:00,36.53742062785693,18.719190458474014,17.818230169382918,hold
Astoria,2023-06-13 07:00:00,37.07639710438924,26.51307397509714,10.563323129292097,hold
Astoria,2023-06-13 08:00:00,38.92897267606384,29.073692789593444,9.855279886470399,hold
Astoria,2023-06-13 09:00:00,42.05440230647718,28.35885337054656,13.69554893593062,hold
Astoria,2023-06-13 10:00:00,14.946914489666666,31.388918967700516,-16.44200447803385,hold
Astoria,2023-06-13 11:00:00,13.555138834075008,16.291937207232728,-2.73679837315772,hold
Astoria,2023-06-13 12:00:00,14.665558678650994,15.897175139997882,-1.2316164613468885,hold
Astoria,2023-06-13 13:00:00,12.725491117750577,16.697368519527977,-3.9718774017774,hold
Astoria,2023-06-13 14:00:00,13.148434195536964,15.993198345541494,-2.8447641500045293,hold
Astoria,2023-06-13 15:00:00,15.009383809889137,16.852072572903793,-1.8426887630146567,hold
Astoria,2023-06-13 16:00:00,14.206315326934101,16.95343040097761,-2.747115074043508,hold
Astoria,2023-06-13 17:00:00,15.824140957047746,17.849646986051315,-2.0255060290035694,hold
Astoria,2023-06-13 18:00:00,21.71665776524464,17.465554163876867,4.251103601367774,hold
Astoria,2023-06-13 19:00:00,24.306138767574797,18.719190458474014,5.586948309100784,hold
Astoria,2023-06-14 08:00:00,41.244169652435374,29.073692789593444,12.17047686284193,hold
Astoria,2023-06-14 09:00:00,43.46535755352895,28.35885337054656,15.106504182982395,+1 barista
Astoria,2023-06-14 10:00:00,14.572276553453479,31.388918967700516,-16.816642414247035,hold
Astoria,2023-06-14 11:00:00,13.912572992400504,16.291937207232728,-2.379364214832224,hold
Astoria,2023-06-14 12:00:00,12.003006880038537,15.897175139997882,-3.8941682599593452,hold
Astoria,2023-06-14 13:00:00,11.904454644749126,16.697368519527977,-4.792913874778851,hold
Astoria,2023-06-14 14:00:00,17.338617775835697,15.993198345541494,1.3454194302942035,hold
Astoria,2023-06-14 15:00:00,13.08235345995613,16.852072572903793,-3.769719112947664,hold
Astoria,2023-06-14 16:00:00,19.09906392205664,16.95343040097761,2.1456335210790307,hold
Astoria,2023-06-14 17:00:00,12.808414281245843,17.849646986051315,-5.041232704805472,hold
Astoria,2023-06-14 18:00:00,19.725417757105514,17.465554163876867,2.2598635932286477,hold
Astoria,2023-06-14 19:00:00,34.96764913572322,18.719190458474014,16.248458677249207,hold
Astoria,2023-06-15 07:00:00,29.409544496142086,26.51307397509714,2.8964705210449466,hold
Astoria,2023-06-15 08:00:00,38.397827277117756,29.073692789593444,9.324134487524312,hold
Astoria,2023-06-15 09:00:00,36.02475348699858,28.35885337054656,7.665900116452018,hold
Astoria,2023-06-15 10:00:00,16.117756356481117,31.388918967700516,-15.271162611219399,hold
Astoria,2023-06-15 11:00:00,15.82484733928648,16.291937207232728,-0.46708986794624785,hold
Astoria,2023-06-15 12:00:00,14.757122655380373,15.897175139997882,-1.1400524846175095,hold
Astoria,2023-06-15 13:00:00,15.93192297426802,16.697368519527977,-0.7654455452599578,hold
Astoria,2023-06-15 14:00:00,14.921785859763514,15.993198345541494,-1.07141248577798,hold
Astoria,2023-06-15 15:00:00,14.405161803558615,16.852072572903793,-2.4469107693451786,hold
Astoria,2023-06-15 16:00:00,17.40182769268574,16.95343040097761,0.4483972917081296,hold
Astoria,2023-06-15 17:00:00,14.627411356968697,17.849646986051315,-3.2222356290826184,hold
Astoria,2023-06-15 18:00:00,14.25276700506404,17.465554163876867,-3.2127871588128265,hold
Astoria,2023-06-15 19:00:00,37.18839240968,18.719190458474014,18.469201951205985,hold
Astoria,2023-06-16 07:00:00,34.72715940860698,26.51307397509714,8.21408543350984,hold
Astoria,2023-06-16 08:00:00,37.334468682091,29.073692789593444,8.260775892497556,hold
Astoria,2023-06-16 09:00:00,41.626124486308605,28.35885337054656,13.267271115762046,hold
Astoria,2023-06-16 10:00:00,19.604983246263675,31.388918967700516,-11.78393572143684,hold
Astoria,2023-06-16 11:00:00,21.761051726096504,16.291937207232728,5.469114518863776,hold
Astoria,2023-06-16 12:00:00,17.699924831510096,15.897175139997882,1.8027496915122132,hold
Astoria,2023-06-16 13:00:00,18.98068025799847,16.697368519527977,2.2833117384704913,hold
Astoria,2023-06-16 14:00:00,22.817067457227083,15.993198345541494,6.823869111685589,hold
Astoria,2023-06-16 15:00:00,18.839915105171563,16.852072572903793,1.98784253226777,hold
Astoria,2023-06-16 16:00:00,20.301834453724712,16.95343040097761,3.348404052747103,hold
Astoria,2023-06-16 17:00:00,19.933159262219842,17.849646986051315,2.083512276168527,hold
Astoria,2023-06-16 18:00:00,21.21973398488477,17.465554163876867,3.7541798210079023,hold
Astoria,2023-06-16 19:00:00,35.54846178962407,18.719190458474014,16.829271331150057,hold
Astoria,2023-06-17 07:00:00,33.75158727736495,26.51307397509714,7.238513302267808,hold
Astoria,2023-06-17 08:00:00,37.18348895309346,29.073692789593444,8.109796163500015,hold
Astoria,2023-06-17 09:00:00,39.5913797633704,28.35885337054656,11.23252639282384,hold
Astoria,2023-06-17 10:00:00,21.153615545459537,31.388918967700516,-10.235303422240978,hold
Astoria,2023-06-17 11:00:00,18.7786063281593,16.291937207232728,2.486669120926571,hold
Astoria,2023-06-17 12:00:00,18.570936089437616,15.897175139997882,2.6737609494397336,hold
Astoria,2023-06-17 13:00:00,16.6008076209658,16.697368519527977,-0.09656089856217775,hold
Astoria,2023-06-17 14:00:00,15.904548769200735,15.993198345541494,-0.08864957634075843,hold
Astoria,2023-06-17 15:00:00,17.57712383739864,16.852072572903793,0.7250512644948479,hold
Astoria,2023-06-17 16:00:00,22.839512073583638,16.95343040097761,5.8860816726060285,hold
Astoria,2023-06-17 17:00:00,35.57027316279853,17.849646986051315,17.720626176747214,hold
Astoria,2023-06-17 18:00:00,35.27059457237778,17.465554163876867,17.805040408500915,+1 barista
Astoria,2023-06-17 19:00:00,28.390765440404014,18.719190458474014,9.67157498193,hold
Astoria,2023-06-18 07:00:00,30.969962044168252,26.51307397509714,4.456888069071113,hold
Astoria,2023-06-18 08:00:00,35.84571491433331,29.073692789593444,6.772022124739863,hold
Astoria,2023-06-18 09:00:00,43.05236296500183,28.35885337054656,14.693509594455268,hold
Astoria,2023-06-18 10:00:00,19.412985043989053,31.388918967700516,-11.975933923711462,hold
Astoria,2023-06-18 11:00:00,33.99019836833044,16.291937207232728,17.69826116109771,hold
Astoria,2023-06-18 12:00:00,16.724058346423448,15.897175139997882,0.8268832064255651,hold
Astoria,2023-06-18 13:00:00,15.130781652966906,16.697368519527977,-1.566586866561071,hold
Astoria,2023-06-18 14:00:00,16.549486557569516,15.993198345541494,0.5562882120280221,hold
Astoria,2023-06-18 15:00:00,14.33252798774807,16.852072572903793,-2.5195445851557228,hold
Astoria,2023-06-18 16:00:00,17.02647457049563,16.95343040097761,0.0730441695180204,hold
Astoria,2023-06-18 17:00:00,30.230991448557123,17.849646986051315,12.381344462505808,hold
Astoria,2023-06-18 18:00:00,36.68916679985517,17.465554163876867,19.223612635978306,+1 barista
Astoria,2023-06-18 19:00:00,38.43179703564151,18.719190458474014,19.712606577167495,+1 barista
Astoria,2023-06-19 07:00:00,27.04722335514581,26.51307397509714,0.534149380048671,hold
Astoria,2023-06-19 08:00:00,39.21961195602157,29.073692789593444,10.14591916642813,hold
Astoria,2023-06-19 09:00:00,43.63276940711724,28.35885337054656,15.273916036570679,hold
Astoria,2023-06-19 10:00:00,22.30983716578475,31.388918967700516,-9.079081801915766,hold
Astoria,2023-06-19 11:00:00,14.958342467777175,16.291937207232728,-1.3335947394555525,hold
Astoria,2023-06-19 12:00:00,19.085954821543957,15.897175139997882,3.188779681546075,hold
Astoria,2023-06-19 13:00:00,15.987496523873528,16.697368519527977,-0.7098719956544493,hold
Astoria,2023-06-19 14:00:00,14.238629349350653,15.993198345541494,-1.7545689961908408,hold
Astoria,2023-06-19 15:00:00,28.6444983835126,16.852072572903793,11.792425810608808,hold
Astoria,2023-06-19 16:00:00,15.25991094952558,16.95343040097761,-1.6935194514520298,hold
Astoria,2023-06-19 17:00:00,17.58381668531333,17.849646986051315,-0.26583030073798497,hold
Astoria,2023-06-19 18:00:00,18.768684856678096,17.465554163876867,1.3031306928012292,hold
Astoria,2023-06-19 19:00:00,35.15544625315055,18.719190458474014,16.436255794676537,hold
Astoria,2023-06-20 07:00:00,35.8182973180612,26.51307397509714,9.305223342964059,hold
Astoria,2023-06-20 08:00:00,35.57877091969832,29.073692789593444,6.505078130104877,hold
Astoria,2023-06-20 09:00:00,41.429341208957766,28.35885337054656,13.070487838411207,hold
Astoria,2023-06-20 10:00:00,18.501866539317675,31.388918967700516,-12.887052428382841,hold
Astoria,2023-06-20 11:00:00,14.462808929706117,16.291937207232728,-1.8291282775266104,hold
Astoria,2023-06-20 12:00:00,14.854195930573802,15.897175139997882,-1.0429792094240806,hold
Astoria,2023-06-20 13:00:00,13.531893061882782,16.697368519527977,-3.1654754576451953,hold
Astoria,2023-06-20 14:00:00,18.780843538632805,15.993198345541494,2.7876451930913113,hold
Astoria,2023-06-20 15:00:00,23.576538573581878,16.852072572903793,6.724466000678085,hold
Astoria,2023-06-20 16:00:00,13.668123899180284,16.95343040097761,-3.2853065017973258,hold
Astoria,2023-06-20 17:00:00,19.208395014218095,17.849646986051315,1.3587480281667794,hold
Astoria,2023-06-20 18:00:00,21.954809997219765,17.465554163876867,4.489255833342899,hold
Astoria,2023-06-20 19:00:00,38.66766312705916,18.719190458474014,19.948472668585143,hold
Astoria,2023-06-21 08:00:00,35.784911525151195,29.073692789593444,6.71121873555775,hold
Astoria,2023-06-21 09:00:00,40.326630511000786,28.35885337054656,11.967777140454228,hold
Astoria,2023-06-21 10:00:00,22.827170613193335,31.388918967700516,-8.56174835450718,hold
Astoria,2023-06-21 11:00:00,19.405900143427054,16.291937207232728,3.1139629361943264,hold
Astoria,2023-06-21 12:00:00,14.426481669471364,15.897175139997882,-1.470693470526518,hold
Astoria,2023-06-21 13:00:00,27.338667546198412,16.697368519527977,10.641299026670435,hold
Astoria,2023-06-21 14:00:00,17.064703097787252,15.993198345541494,1.0715047522457581,hold
Astoria,2023-06-21 15:00:00,12.681121468589643,16.852072572903793,-4.170951104314151,hold
Astoria,2023-06-21 16:00:00,23.96127453873714,16.95343040097761,7.00784413775953,hold
Astoria,2023-06-21 17:00:00,31.55951265658292,17.849646986051315,13.709865670531606,hold
Astoria,2023-06-21 18:00:00,18.943593470708418,17.465554163876867,1.4780393068315512,hold
Astoria,2023-06-21 19:00:00,31.32975049888172,18.719190458474014,12.610560040407705,hold
Astoria,2023-06-22 07:00:00,27.332499119707673,26.51307397509714,0.8194251446105341,hold
Astoria,2023-06-22 08:00:00,33.472430838949634,29.073692789593444,4.39873804935619,hold
Astoria,2023-06-22 09:00:00,36.760810149213704,28.35885337054656,8.401956778667145,hold
Astoria,2023-06-22 10:00:00,17.026179182833687,31.388918967700516,-14.362739784866829,hold
Astoria,2023-06-22 11:00:00,17.75331677174727,16.291937207232728,1.4613795645145409,hold
Astoria,2023-06-22 12:00:00,19.683174964086877,15.897175139997882,3.7859998240889947,hold
Astoria,2023-06-22 13:00:00,21.72201882830778,16.697368519527977,5.024650308779805,hold
Astoria,2023-06-22 14:00:00,17.069026469563273,15.993198345541494,1.075828124021779,hold
Astoria,2023-06-22 15:00:00,24.066140830581976,16.852072572903793,7.214068257678182,hold
Astoria,2023-06-22 16:00:00,23.312999059941458,16.95343040097761,6.359568658963848,hold
Astoria,2023-06-22 17:00:00,15.971060402160418,17.849646986051315,-1.8785865838908968,hold
Astoria,2023-06-22 18:00:00,21.030014513979822,17.465554163876867,3.564460350102955,hold
Astoria,2023-06-22 19:00:00,31.737611769698603,18.719190458474014,13.01842131122459,hold
Astoria,2023-06-23 07:00:00,23.332593992770704,26.51307397509714,-3.1804799823264354,hold
Astoria,2023-06-23 08:00:00,37.16924482714961,29.073692789593444,8.095552037556168,hold
Astoria,2023-06-23 09:00:00,27.71844598642552,28.35885337054656,-0.6404073841210369,hold
Astoria,2023-06-23 10:00:00,17.196729234735344,31.388918967700516,-14.192189732965172,hold
Astoria,2023-06-23 11:00:00,25.179318307001957,16.291937207232728,8.887381099769229,hold
Astoria,2023-06-23 12:00:00,22.1179422991683,15.897175139997882,6.220767159170416,hold
Astoria,2023-06-23 13:00:00,22.50273456932715,16.697368519527977,5.805366049799172,hold
Astoria,2023-06-23 14:00:00,20.779627042558193,15.993198345541494,4.786428697016699,hold
Astoria,2023-06-23 15:00:00,19.086604554946014,16.852072572903793,2.2345319820422205,hold
Astoria,2023-06-23 16:00:00,20.84734013532889,16.95343040097761,3.893909734351279,hold
Astoria,2023-06-23 17:00:00,19.99158817812916,17.849646986051315,2.1419411920778444,hold
Astoria,2023-06-23 18:00:00,29.965721153256794,17.465554163876867,12.500166989379927,hold
Astoria,2023-06-23 19:00:00,36.05420107184956,18.719190458474014,17.335010613375548,+1 barista
Astoria,2023-06-24 07:00:00,37.218435479414964,26.51307397509714,10.705361504317825,hold
Astoria,2023-06-24 08:00:00,34.1313559418576,29.073692789593444,5.057663152264155,hold
Astoria,2023-06-24 09:00:00,25.0605310805377,28.35885337054656,-3.2983222900088585,hold
Astoria,2023-06-24 10:00:00,22.588718577716914,31.388918967700516,-8.800200389983601,hold
Astoria,2023-06-24 11:00:00,36.4641366792461,16.291937207232728,20.172199472013375,hold
Astoria,2023-06-24 12:00:00,29.68885051939782,15.897175139997882,13.791675379399939,+1 barista
Astoria,2023-06-24 13:00:00,30.399564430809324,16.697368519527977,13.702195911281347,+1 barista
Astoria,2023-06-24 14:00:00,30.647100712239126,15.993198345541494,14.653902366697633,+1 barista
Astoria,2023-06-24 15:00:00,20.9509522757811,16.852072572903793,4.098879702877305,hold
Astoria,2023-06-24 16:00:00,28.07103190053957,16.95343040097761,11.11760149956196,hold
Astoria,2023-06-24 17:00:00,19.3648883717118,17.849646986051315,1.5152413856604845,hold
Astoria,2023-06-24 18:00:00,21.608688610401217,17.465554163876867,4.14313444652435,hold
Astoria,2023-06-24 19:00:00,25.239593622331675,18.719190458474014,6.520403163857662,hold
Astoria,2023-06-25 07:00:00,28.003068887916026,26.51307397509714,1.4899949128188865,hold
Astoria,2023-06-25 08:00:00,30.351323049959817,29.073692789593444,1.2776302603663723,hold
Astoria,2023-06-25 09:00:00,37.537875356274704,28.35885337054656,9.179021985728145,hold
Astoria,2023-06-25 10:00:00,21.736086998974002,31.388918967700516,-9.652831968726513,hold
Astoria,2023-06-25 11:00:00,27.39671607420703,16.291937207232728,11.104778866974303,hold
Astoria,2023-06-25 12:00:00,18.63057149528639,15.897175139997882,2.733396355288507,hold
Astoria,2023-06-25 13:00:00,20.645237919771635,16.697368519527977,3.9478694002436576,hold
Astoria,2023-06-25 14:00:00,29.639005356804873,15.993198345541494,13.64580701126338,hold
Astoria,2023-06-25 15:00:00,20.750133270437296,16.852072572903793,3.898060697533502,hold
Astoria,2023-06-25 16:00:00,17.347944440798177,16.95343040097761,0.3945140398205673,hold
Astoria,2023-06-25 17:00:00,30.016962024300707,17.849646986051315,12.167315038249392,hold
Astoria,2023-06-25 18:00:00,21.15751623895428,17.465554163876867,3.691962075077413,hold
Astoria,2023-06-25 19:00:00,25.592309680527723,18.719190458474014,6.87311922205371,hold
Astoria,2023-06-26 07:00:00,38.929525116669446,26.51307397509714,12.416451141572306,hold
Astoria,2023-06-26 08:00:00,30.64585561690198,29.073692789593444,1.572162827308535,hold
Astoria,2023-06-26 09:00:00,33.417044146380015,28.35885337054656,5.058190775833456,hold
Astoria,2023-06-26 10:00:00,33.52941111999113,31.388918967700516,2.1404921522906157,hold
Astoria,2023-06-26 11:00:00,24.5386188746833,16.291937207232728,8.246681667450574,hold
Astoria,2023-06-26 12:00:00,21.83130788790197,15.897175139997882,5.934132747904089,hold
Astoria,2023-06-26 13:00:00,22.83534791502401,16.697368519527977,6.137979395496032,hold
Astoria,2023-06-26 14:00:00,21.445492682142984,15.993198345541494,5.45229433660149,hold
Astoria,2023-06-26 15:00:00,22.11156075551885,16.852072572903793,5.259488182615055,hold
Astoria,2023-06-26 16:00:00,22.448385497641638,16.95343040097761,5.494955096664029,hold
Astoria,2023-06-26 17:00:00,25.147762271510114,17.849646986051315,7.298115285458799,hold
Astoria,2023-06-26 18:00:00,26.36719354757641,17.465554163876867,8.901639383699543,hold
Astoria,2023-06-26 19:00:00,27.44341355821845,18.719190458474014,8.724223099744435,hold
Astoria,2023-06-27 07:00:00,34.46276660214343,26.51307397509714,7.949692627046293,hold
Astoria,2023-06-27 08:00:00,23.744997017671068,29.073692789593444,-5.328695771922376,hold
Astoria,2023-06-27 09:00:00,35.88310600439819,28.35885337054656,7.524252633851635,hold
Astoria,2023-06-27 10:00:00,21.707686556984093,31.388918967700516,-9.681232410716422,hold
Astoria,2023-06-27 11:00:00,31.32435082871353,16.291937207232728,15.032413621480803,hold
Astoria,2023-06-27 12:00:00,26.669840449759153,15.897175139997882,10.77266530976127,hold
Astoria,2023-06-27 13:00:00,20.734050493064967,16.697368519527977,4.036681973536989,hold
Astoria,2023-06-27 14:00:00,21.812217500347977,15.993198345541494,5.819019154806483,hold
Astoria,2023-06-27 15:00:00,25.912980765214805,16.852072572903793,9.060908192311011,hold
Astoria,2023-06-27 16:00:00,24.903134868481683,16.95343040097761,7.949704467504073,hold
Astoria,2023-06-27 17:00:00,28.386868471565123,17.849646986051315,10.537221485513808,hold
Astoria,2023-06-27 18:00:00,22.989582779601395,17.465554163876867,5.524028615724529,hold
Astoria,2023-06-27 19:00:00,27.96394635066537,18.719190458474014,9.244755892191357,hold
Astoria,2023-06-28 07:00:00,29.619985501799675,26.51307397509714,3.106911526702536,hold
Astoria,2023-06-28 08:00:00,30.095115622183805,29.073692789593444,1.0214228325903605,hold
Astoria,2023-06-28 09:00:00,36.69036104429006,28.35885337054656,8.331507673743499,hold
Astoria,2023-06-28 10:00:00,23.195233974329902,31.388918967700516,-8.193684993370614,hold
Astoria,2023-06-28 11:00:00,18.934822614671724,16.291937207232728,2.642885407438996,hold
Astoria,2023-06-28 12:00:00,24.50386834444153,15.897175139997882,8.606693204443646,hold
Astoria,2023-06-28 13:00:00,21.66354502172534,16.697368519527977,4.966176502197364,hold
Astoria,2023-06-28 14:00:00,20.097355293340197,15.993198345541494,4.104156947798703,hold
Astoria,2023-06-28 15:00:00,23.341727895198744,16.852072572903793,6.489655322294951,hold
Astoria,2023-06-28 16:00:00,31.42485483605659,16.95343040097761,14.47142443507898,hold
Astoria,2023-06-28 17:00:00,22.936156435911926,17.849646986051315,5.0865094498606105,hold
Astoria,2023-06-28 18:00:00,22.36133363775783,17.465554163876867,4.895779473880964,hold
Astoria,2023-06-28 19:00:00,24.989581718848076,18.719190458474014,6.270391260374062,hold
