store,ts,family,units_to_prep
Astoria,2023-06-05 19:00:00,Flavours,6.745105457042252
Astoria,2023-06-05 19:00:00,Tea,6.745105457042252
Astoria,2023-06-06 11:00:00,Bakery,7.0560785560126
Astoria,2023-06-06 11:00:00,Coffee,7.0560785560126
Astoria,2023-06-06 11:00:00,Coffee beans,7.0560785560126
Astoria,2023-06-06 11:00:00,Drinking Chocolate,7.0560785560126
Astoria,2023-06-06 11:00:00,Flavours,7.0560785560126
Astoria,2023-06-06 11:00:00,Tea,7.0560785560126
Astoria,2023-06-06 12:00:00,Bakery,4.88215201744917
Astoria,2023-06-06 12:00:00,Coffee,4.88215201744917
Astoria,2023-06-06 12:00:00,Coffee beans,4.88215201744917
Astoria,2023-06-06 12:00:00,Drinking Chocolate,4.88215201744917
Astoria,2023-06-06 12:00:00,Flavours,4.88215201744917
Astoria,2023-06-06 12:00:00,Tea,4.88215201744917
Astoria,2023-06-06 13:00:00,Bakery,6.974861734650136
Astoria,2023-06-06 13:00:00,Coffee,6.974861734650136
Astoria,2023-06-06 13:00:00,Coffee beans,6.974861734650136
Astoria,2023-06-06 13:00:00,Drinking Chocolate,6.974861734650136
Astoria,2023-06-06 13:00:00,Flavours,6.974861734650136
Astoria,2023-06-06 13:00:00,Tea,6.974861734650136
Astoria,2023-06-06 14:00:00,Bakery,4.347408616428767
Astoria,2023-06-06 14:00:00,Coffee,4.347408616428767
Astoria,2023-06-06 14:00:00,Coffee beans,4.347408616428767
Astoria,2023-06-06 14:00:00,Drinking Chocolate,4.347408616428767
Astoria,2023-06-06 14:00:00,Flavours,4.347408616428767
Astoria,2023-06-06 14:00:00,Tea,4.347408616428767
Astoria,2023-06-06 15:00:00,Bakery,4.789041328256155
Astoria,2023-06-06 15:00:00,Coffee,4.789041328256155
Astoria,2023-06-06 15:00:00,Coffee beans,4.789041328256155
Astoria,2023-06-06 15:00:00,Drinking Chocolate,4.789041328256155
Astoria,2023-06-06 15:00:00,Flavours,4.789041328256155
Astoria,2023-06-06 15:00:00,Tea,4.789041328256155
Astoria,2023-06-06 16:00:00,Bakery,5.664284882570363
Astoria,2023-06-06 16:00:00,Coffee,5.664284882570363
Astoria,2023-06-06 16:00:00,Coffee beans,5.664284882570363
Astoria,2023-06-06 16:00:00,Drinking Chocolate,5.664284882570363
Astoria,2023-06-06 16:00:00,Flavours,5.664284882570363
Astoria,2023-06-06 16:00:00,Tea,5.664284882570363
Astoria,2023-06-06 17:00:00,Bakery,5.400683449686242
Astoria,2023-06-06 17:00:00,Coffee,5.400683449686242
Astoria,2023-06-06 17:00:00,Coffee beans,5.400683449686242
Astoria,2023-06-06 17:00:00,Drinking Chocolate,5.400683449686242
Astoria,2023-06-06 17:00:00,Flavours,5.400683449686242
Astoria,2023-06-06 17:00:00,Tea,5.400683449686242
Astoria,2023-06-06 18:00:00,Bakery,5.67323501069201
Astoria,2023-06-06 18:00:00,Coffee,5.67323501069201
Astoria,2023-06-06 18:00:00,Coffee beans,5.67323501069201
Astoria,2023-06-06 18:00:00,Drinking Chocolate,5.67323501069201
Astoria,2023-06-06 18:00:00,Flavours,5.67323501069201
Astoria,2023-06-06 18:00:00,Tea,5.67323501069201
Astoria,2023-06-06 19:00:00,Bakery,6.0099280114696265
Astoria,2023-06-06 19:00:00,Coffee,6.0099280114696265
Astoria,2023-06-06 19:00:00,Coffee beans,6.0099280114696265
Astoria,2023-06-06 19:00:00,Drinking Chocolate,6.0099280114696265
Astoria,2023-06-06 19:00:00,Flavours,6.0099280114696265
Astoria,2023-06-06 19:00:00,Tea,6.0099280114696265
Astoria,2023-06-07 07:00:00,Bakery,6.3052151461349935
Astoria,2023-06-07 07:00:00,Coffee,6.3052151461349935
Astoria,2023-06-07 07:00:00,Coffee beans,6.3052151461349935
Astoria,2023-06-07 07:00:00,Drinking Chocolate,6.3052151461349935
Astoria,2023-06-07 07:00:00,Flavours,6.3052151461349935
Astoria,2023-06-07 07:00:00,Tea,6.3052151461349935
Astoria,2023-06-07 08:00:00,Bakery,5.550222976867082
Astoria,2023-06-07 08:00:00,Coffee,5.550222976867082
Astoria,2023-06-07 08:00:00,Coffee beans,5.550222976867082
Astoria,2023-06-07 08:00:00,Drinking Chocolate,5.550222976867082
Astoria,2023-06-07 08:00:00,Flavours,5.550222976867082
Astoria,2023-06-07 08:00:00,Tea,5.550222976867082
Astoria,2023-06-07 09:00:00,Bakery,4.905052518614839
Astoria,2023-06-07 09:00:00,Coffee,4.905052518614839
Astoria,2023-06-07 09:00:00,Coffee beans,4.905052518614839
Astoria,2023-06-07 09:00:00,Drinking Chocolate,4.905052518614839
Astoria,2023-06-07 09:00:00,Flavours,4.905052518614839
Astoria,2023-06-07 09:00:00,Tea,4.905052518614839
Astoria,2023-06-07 10:00:00,Bakery,3.8906760920752395
Astoria,2023-06-07 10:00:00,Coffee,3.8906760920752395
Astoria,2023-06-07 10:00:00,Coffee beans,3.8906760920752395
Astoria,2023-06-07 10:00:00,Drinking Chocolate,3.8906760920752395
Astoria,2023-06-07 10:00:00,Flavours,3.8906760920752395
Astoria,2023-06-07 10:00:00,Tea,3.8906760920752395
Astoria,2023-06-07 11:00:00,Bakery,5.299436193162973
Astoria,2023-06-07 11:00:00,Coffee,5.299436193162973
Astoria,2023-06-07 11:00:00,Coffee beans,5.299436193162973
Astoria,2023-06-07 11:00:00,Drinking Chocolate,5.299436193162973
Astoria,2023-06-07 11:00:00,Flavours,5.299436193162973
Astoria,2023-06-07 11:00:00,Tea,5.299436193162973
Astoria,2023-06-07 12:00:00,Bakery,4.531541218147574
Astoria,2023-06-07 12:00:00,Coffee,4.531541218147574
Astoria,2023-06-07 12:00:00,Coffee beans,4.531541218147574
Astoria,2023-06-07 12:00:00,Drinking Chocolate,4.531541218147574
Astoria,2023-06-07 12:00:00,Flavours,4.531541218147574
Astoria,2023-06-07 12:00:00,Tea,4.531541218147574
Astoria,2023-06-07 13:00:00,Bakery,5.286727127127212
Astoria,2023-06-07 13:00:00,Coffee,5.286727127127212
Astoria,2023-06-07 13:00:00,Coffee beans,5.286727127127212
Astoria,2023-06-07 13:00:00,Drinking Chocolate,5.286727127127212
Astoria,2023-06-07 13:00:00,Flavours,5.286727127127212
Astoria,2023-06-07 13:00:00,Tea,5.286727127127212
Astoria,2023-06-07 14:00:00,Bakery,4.585666778234843
Astoria,2023-06-07 14:00:00,Coffee,4.585666778234843
Astoria,2023-06-07 14:00:00,Coffee beans,4.585666778234843
Astoria,2023-06-07 14:00:00,Drinking Chocolate,4.585666778234843
Astoria,2023-06-07 14:00:00,Flavours,4.585666778234843
Astoria,2023-06-07 14:00:00,Tea,4.585666778234843
Astoria,2023-06-07 15:00:00,Bakery,4.15977398714158
Astoria,2023-06-07 15:00:00,Coffee,4.15977398714158
Astoria,2023-06-07 15:00:00,Coffee beans,4.15977398714158
Astoria,2023-06-07 15:00:00,Drinking Chocolate,4.15977398714158
Astoria,2023-06-07 15:00:00,Flavours,4.15977398714158
Astoria,2023-06-07 15:00:00,Tea,4.15977398714158
Astoria,2023-06-07 16:00:00,Bakery,3.815319078477417
Astoria,2023-06-07 16:00:00,Coffee,3.815319078477417
Astoria,2023-06-07 16:00:00,Coffee beans,3.815319078477417
Astoria,2023-06-07 16:00:00,Drinking Chocolate,3.815319078477417
Astoria,2023-06-07 16:00:00,Flavours,3.815319078477417
Astoria,2023-06-07 16:00:00,Tea,3.815319078477417
Astoria,2023-06-07 17:00:00,Bakery,5.220861620373341
Astoria,2023-06-07 17:00:00,Coffee,5.220861620373341
Astoria,2023-06-07 17:00:00,Coffee beans,5.220861620373341
Astoria,2023-06-07 17:00:00,Drinking Chocolate,5.220861620373341
Astoria,2023-06-07 17:00:00,Flavours,5.220861620373341
Astoria,2023-06-07 17:00:00,Tea,5.220861620373341
Astoria,2023-06-07 18:00:00,Bakery,3.648620107259294
Astoria,2023-06-07 18:00:00,Coffee,3.648620107259294
Astoria,2023-06-07 18:00:00,Coffee beans,3.648620107259294
Astoria,2023-06-07 18:00:00,Drinking Chocolate,3.648620107259294
Astoria,2023-06-07 18:00:00,Flavours,3.648620107259294
Astoria,2023-06-07 18:00:00,Tea,3.648620107259294
Astoria,2023-06-07 19:00:00,Bakery,5.791663325886364
Astoria,2023-06-07 19:00:00,Coffee,5.791663325886364
Astoria,2023-06-07 19:00:00,Coffee beans,5.791663325886364
Astoria,2023-06-07 19:00:00,Drinking Chocolate,5.791663325886364
Astoria,2023-06-07 19:00:00,Flavours,5.791663325886364
Astoria,2023-06-07 19:00:00,Tea,5.791663325886364
Astoria,2023-06-08 07:00:00,Bakery,5.581879911285584
Astoria,2023-06-08 07:00:00,Coffee,5.581879911285584
Astoria,2023-06-08 07:00:00,Coffee beans,5.581879911285584
Astoria,2023-06-08 07:00:00,Drinking Chocolate,5.581879911285584
Astoria,2023-06-08 07:00:00,Flavours,5.581879911285584
Astoria,2023-06-08 07:00:00,Tea,5.581879911285584
Astoria,2023-06-08 08:00:00,Bakery,5.014215760737527
Astoria,2023-06-08 08:00:00,Coffee,5.014215760737527
Astoria,2023-06-08 08:00:00,Coffee beans,5.014215760737527
Astoria,2023-06-08 08:00:00,Drinking Chocolate,5.014215760737527
Astoria,2023-06-08 08:00:00,Flavours,5.014215760737527
Astoria,2023-06-08 08:00:00,Tea,5.014215760737527
Astoria,2023-06-08 09:00:00,Bakery,7.12219329224237
Astoria,2023-06-08 09:00:00,Coffee,7.12219329224237
Astoria,2023-06-08 09:00:00,Coffee beans,7.12219329224237
Astoria,2023-06-08 09:00:00,Drinking Chocolate,7.12219329224237
Astoria,2023-06-08 09:00:00,Flavours,7.12219329224237
Astoria,2023-06-08 09:00:00,Tea,7.12219329224237
Astoria,2023-06-08 10:00:00,Bakery,4.495176603124785
Astoria,2023-06-08 10:00:00,Coffee,4.495176603124785
Astoria,2023-06-08 10:00:00,Coffee beans,4.495176603124785
Astoria,2023-06-08 10:00:00,Drinking Chocolate,4.495176603124785
Astoria,2023-06-08 10:00:00,Flavours,4.495176603124785
Astoria,2023-06-08 10:00:00,Tea,4.495176603124785
Astoria,2023-06-08 11:00:00,Bakery,5.614900613387849
Astoria,2023-06-08 11:00:00,Coffee,5.614900613387849
Astoria,2023-06-08 11:00:00,Coffee beans,5.614900613387849
Astoria,2023-06-08 11:00:00,Drinking Chocolate,5.614900613387849
Astoria,2023-06-08 11:00:00,Flavours,5.614900613387849
Astoria,2023-06-08 11:00:00,Tea,5.614900613387849
Astoria,2023-06-08 12:00:00,Bakery,4.553846616403337
Astoria,2023-06-08 12:00:00,Coffee,4.553846616403337
Astoria,2023-06-08 12:00:00,Coffee beans,4.553846616403337
Astoria,2023-06-08 12:00:00,Drinking Chocolate,4.553846616403337
Astoria,2023-06-08 12:00:00,Flavours,4.553846616403337
Astoria,2023-06-08 12:00:00,Tea,4.553846616403337
Astoria,2023-06-08 13:00:00,Bakery,6.480084313399867
Astoria,2023-06-08 13:00:00,Coffee,6.480084313399867
Astoria,2023-06-08 13:00:00,Coffee beans,6.480084313399867
Astoria,2023-06-08 13:00:00,Drinking Chocolate,6.480084313399867
Astoria,2023-06-08 13:00:00,Flavours,6.480084313399867
Astoria,2023-06-08 13:00:00,Tea,6.480084313399867
Astoria,2023-06-08 14:00:00,Bakery,4.328711056055918
Astoria,2023-06-08 14:00:00,Coffee,4.328711056055918
Astoria,2023-06-08 14:00:00,Coffee beans,4.328711056055918
Astoria,2023-06-08 14:00:00,Drinking Chocolate,4.328711056055918
Astoria,2023-06-08 14:00:00,Flavours,4.328711056055918
Astoria,2023-06-08 14:00:00,Tea,4.328711056055918
Astoria,2023-06-08 15:00:00,Bakery,4.707515778254895
Astoria,2023-06-08 15:00:00,Coffee,4.707515778254895
Astoria,2023-06-08 15:00:00,Coffee beans,4.707515778254895
Astoria,2023-06-08 15:00:00,Drinking Chocolate,4.707515778254895
Astoria,2023-06-08 15:00:00,Flavours,4.707515778254895
Astoria,2023-06-08 15:00:00,Tea,4.707515778254895
Astoria,2023-06-08 16:00:00,Bakery,5.529546376109307
Astoria,2023-06-08 16:00:00,Coffee,5.529546376109307
Astoria,2023-06-08 16:00:00,Coffee beans,5.529546376109307
Astoria,2023-06-08 16:00:00,Drinking Chocolate,5.529546376109307
Astoria,2023-06-08 16:00:00,Flavours,5.529546376109307
Astoria,2023-06-08 16:00:00,Tea,5.529546376109307
Astoria,2023-06-08 17:00:00,Bakery,5.4921784632902835
Astoria,2023-06-08 17:00:00,Coffee,5.4921784632902835
Astoria,2023-06-08 17:00:00,Coffee beans,5.4921784632902835
Astoria,2023-06-08 17:00:00,Drinking Chocolate,5.4921784632902835
Astoria,2023-06-08 17:00:00,Flavours,5.4921784632902835
Astoria,2023-06-08 17:00:00,Tea,5.4921784632902835
Astoria,2023-06-08 18:00:00,Bakery,3.602721886674091
Astoria,2023-06-08 18:00:00,Coffee,3.602721886674091
Astoria,2023-06-08 18:00:00,Coffee beans,3.602721886674091
Astoria,2023-06-08 18:00:00,Drinking Chocolate,3.602721886674091
Astoria,2023-06-08 18:00:00,Flavours,3.602721886674091
Astoria,2023-06-08 18:00:00,Tea,3.602721886674091
Astoria,2023-06-08 19:00:00,Bakery,5.5459923466438
Astoria,2023-06-08 19:00:00,Coffee,5.5459923466438
Astoria,2023-06-08 19:00:00,Coffee beans,5.5459923466438
Astoria,2023-06-08 19:00:00,Drinking Chocolate,5.5459923466438
Astoria,2023-06-08 19:00:00,Flavours,5.5459923466438
Astoria,2023-06-08 19:00:00,Tea,5.5459923466438
Astoria,2023-06-09 07:00:00,Bakery,7.106327454487327
Astoria,2023-06-09 07:00:00,Coffee,7.106327454487327
Astoria,2023-06-09 07:00:00,Coffee beans,7.106327454487327
Astoria,2023-06-09 07:00:00,Drinking Chocolate,7.106327454487327
Astoria,2023-06-09 07:00:00,Flavours,7.106327454487327
Astoria,2023-06-09 07:00:00,Tea,7.106327454487327
Astoria,2023-06-09 08:00:00,Bakery,6.014724899939755
Astoria,2023-06-09 08:00:00,Coffee,6.014724899939755
Astoria,2023-06-09 08:00:00,Coffee beans,6.014724899939755
Astoria,2023-06-09 08:00:00,Drinking Chocolate,6.014724899939755
Astoria,2023-06-09 08:00:00,Flavours,6.014724899939755
Astoria,2023-06-09 08:00:00,Tea,6.014724899939755
Astoria,2023-06-09 09:00:00,Bakery,7.9203357802901415
Astoria,2023-06-09 09:00:00,Coffee,7.9203357802901415
Astoria,2023-06-09 09:00:00,Coffee beans,7.9203357802901415
Astoria,2023-06-09 09:00:00,Drinking Chocolate,7.9203357802901415
Astoria,2023-06-09 09:00:00,Flavours,7.9203357802901415
Astoria,2023-06-09 09:00:00,Tea,7.9203357802901415
Astoria,2023-06-09 10:00:00,Bakery,6.342160441001701
Astoria,2023-06-09 10:00:00,Coffee,6.342160441001701
Astoria,2023-06-09 10:00:00,Coffee beans,6.342160441001701
Astoria,2023-06-09 10:00:00,Drinking Chocolate,6.342160441001701
Astoria,2023-06-09 10:00:00,Flavours,6.342160441001701
Astoria,2023-06-09 10:00:00,Tea,6.342160441001701
Astoria,2023-06-09 11:00:00,Bakery,4.816037439953495
Astoria,2023-06-09 11:00:00,Coffee,4.816037439953495
Astoria,2023-06-09 11:00:00,Coffee beans,4.816037439953495
Astoria,2023-06-09 11:00:00,Drinking Chocolate,4.816037439953495
Astoria,2023-06-09 11:00:00,Flavours,4.816037439953495
Astoria,2023-06-09 11:00:00,Tea,4.816037439953495
Astoria,2023-06-09 12:00:00,Bakery,2.512145157923208
Astoria,2023-06-09 12:00:00,Coffee,2.512145157923208
Astoria,2023-06-09 12:00:00,Coffee beans,2.512145157923208
Astoria,2023-06-09 12:00:00,Drinking Chocolate,2.512145157923208
Astoria,2023-06-09 12:00:00,Flavours,2.512145157923208
Astoria,2023-06-09 12:00:00,Tea,2.512145157923208
Astoria,2023-06-09 13:00:00,Bakery,3.604529340125568
Astoria,2023-06-09 13:00:00,Coffee,3.604529340125568
Astoria,2023-06-09 13:00:00,Coffee beans,3.604529340125568
Astoria,2023-06-09 13:00:00,Drinking Chocolate,3.604529340125568
Astoria,2023-06-09 13:00:00,Flavours,3.604529340125568
Astoria,2023-06-09 13:00:00,Tea,3.604529340125568
Astoria,2023-06-09 14:00:00,Bakery,2.433523571716443
Astoria,2023-06-09 14:00:00,Coffee,2.433523571716443
Astoria,2023-06-09 14:00:00,Coffee beans,2.433523571716443
Astoria,2023-06-09 14:00:00,Drinking Chocolate,2.433523571716443
Astoria,2023-06-09 14:00:00,Flavours,2.433523571716443
Astoria,2023-06-09 14:00:00,Tea,2.433523571716443
Astoria,2023-06-09 15:00:00,Bakery,2.290436485495224
Astoria,2023-06-09 15:00:00,Coffee,2.290436485495224
Astoria,2023-06-09 15:00:00,Coffee beans,2.290436485495224
Astoria,2023-06-09 15:00:00,Drinking Chocolate,2.290436485495224
Astoria,2023-06-09 15:00:00,Flavours,2.290436485495224
Astoria,2023-06-09 15:00:00,Tea,2.290436485495224
Astoria,2023-06-09 16:00:00,Bakery,4.368648119365322
Astoria,2023-06-09 16:00:00,Coffee,4.368648119365322
Astoria,2023-06-09 16:00:00,Coffee beans,4.368648119365322
Astoria,2023-06-09 16:00:00,Drinking Chocolate,4.368648119365322
Astoria,2023-06-09 16:00:00,Flavours,4.368648119365322
Astoria,2023-06-09 16:00:00,Tea,4.368648119365322
Astoria,2023-06-09 17:00:00,Bakery,2.6583484931791608
Astoria,2023-06-09 17:00:00,Coffee,2.6583484931791608
Astoria,2023-06-09 17:00:00,Coffee beans,2.6583484931791608
Astoria,2023-06-09 17:00:00,Drinking Chocolate,2.6583484931791608
Astoria,2023-06-09 17:00:00,Flavours,2.6583484931791608
Astoria,2023-06-09 17:00:00,Tea,2.6583484931791608
Astoria,2023-06-09 18:00:00,Bakery,2.338319841475268
Astoria,2023-06-09 18:00:00,Coffee,2.338319841475268
Astoria,2023-06-09 18:00:00,Coffee beans,2.338319841475268
Astoria,2023-06-09 18:00:00,Drinking Chocolate,2.338319841475268
Astoria,2023-06-09 18:00:00,Flavours,2.338319841475268
Astoria,2023-06-09 18:00:00,Tea,2.338319841475268
Astoria,2023-06-09 19:00:00,Bakery,6.989148763120128
Astoria,2023-06-09 19:00:00,Coffee,6.989148763120128
Astoria,2023-06-09 19:00:00,Coffee beans,6.989148763120128
Astoria,2023-06-09 19:00:00,Drinking Chocolate,6.989148763120128
Astoria,2023-06-09 19:00:00,Flavours,6.989148763120128
Astoria,2023-06-09 19:00:00,Tea,6.989148763120128
Astoria,2023-06-10 07:00:00,Bakery,4.766569085402513
Astoria,2023-06-10 07:00:00,Coffee,4.766569085402513
Astoria,2023-06-10 07:00:00,Coffee beans,4.766569085402513
Astoria,2023-06-10 07:00:00,Drinking Chocolate,4.766569085402513
Astoria,2023-06-10 07:00:00,Flavours,4.766569085402513
Astoria,2023-06-10 07:00:00,Tea,4.766569085402513
Astoria,2023-06-10 08:00:00,Bakery,8.024663548743984
Astoria,2023-06-10 08:00:00,Coffee,8.024663548743984
Astoria,2023-06-10 08:00:00,Coffee beans,8.024663548743984
Astoria,2023-06-10 08:00:00,Drinking Chocolate,8.024663548743984
Astoria,2023-06-10 08:00:00,Flavours,8.024663548743984
Astoria,2023-06-10 08:00:00,Tea,8.024663548743984
Astoria,2023-06-10 09:00:00,Bakery,6.2521316012827715
Astoria,2023-06-10 09:00:00,Coffee,6.2521316012827715
Astoria,2023-06-10 09:00:00,Coffee beans,6.2521316012827715
Astoria,2023-06-10 09:00:00,Drinking Chocolate,6.2521316012827715
Astoria,2023-06-10 09:00:00,Flavours,6.2521316012827715
Astoria,2023-06-10 09:00:00,Tea,6.2521316012827715
Astoria,2023-06-10 10:00:00,Bakery,5.311023177873412
Astoria,2023-06-10 10:00:00,Coffee,5.311023177873412
Astoria,2023-06-10 10:00:00,Coffee beans,5.311023177873412
Astoria,2023-06-10 10:00:00,Drinking Chocolate,5.311023177873412
Astoria,2023-06-10 10:00:00,Flavours,5.311023177873412
Astoria,2023-06-10 10:00:00,Tea,5.311023177873412
Astoria,2023-06-10 11:00:00,Bakery,6.433168058545172
Astoria,2023-06-10 11:00:00,Coffee,6.433168058545172
Astoria,2023-06-10 11:00:00,Coffee beans,6.433168058545172
Astoria,2023-06-10 11:00:00,Drinking Chocolate,6.433168058545172
Astoria,2023-06-10 11:00:00,Flavours,6.433168058545172
Astoria,2023-06-10 11:00:00,Tea,6.433168058545172
Astoria,2023-06-10 12:00:00,Bakery,5.277137236466921
Astoria,2023-06-10 12:00:00,Coffee,5.277137236466921
Astoria,2023-06-10 12:00:00,Coffee beans,5.277137236466921
Astoria,2023-06-10 12:00:00,Drinking Chocolate,5.277137236466921
Astoria,2023-06-10 12:00:00,Flavours,5.277137236466921
Astoria,2023-06-10 12:00:00,Tea,5.277137236466921
Astoria,2023-06-10 13:00:00,Bakery,5.297457440600392
Astoria,2023-06-10 13:00:00,Coffee,5.297457440600392
Astoria,2023-06-10 13:00:00,Coffee beans,5.297457440600392
Astoria,2023-06-10 13:00:00,Drinking Chocolate,5.297457440600392
Astoria,2023-06-10 13:00:00,Flavours,5.297457440600392
Astoria,2023-06-10 13:00:00,Tea,5.297457440600392
Astoria,2023-06-10 14:00:00,Bakery,4.101065144186576
Astoria,2023-06-10 14:00:00,Coffee,4.101065144186576
Astoria,2023-06-10 14:00:00,Coffee beans,4.101065144186576
Astoria,2023-06-10 14:00:00,Drinking Chocolate,4.101065144186576
Astoria,2023-06-10 14:00:00,Flavours,4.101065144186576
Astoria,2023-06-10 14:00:00,Tea,4.101065144186576
Astoria,2023-06-10 15:00:00,Bakery,3.4837674547251094
Astoria,2023-06-10 15:00:00,Coffee,3.4837674547251094
Astoria,2023-06-10 15:00:00,Coffee beans,3.4837674547251094
Astoria,2023-06-10 15:00:00,Drinking Chocolate,3.4837674547251094
Astoria,2023-06-10 15:00:00,Flavours,3.4837674547251094
Astoria,2023-06-10 15:00:00,Tea,3.4837674547251094
Astoria,2023-06-10 16:00:00,Bakery,4.93586557088639
Astoria,2023-06-10 16:00:00,Coffee,4.93586557088639
Astoria,2023-06-10 16:00:00,Coffee beans,4.93586557088639
Astoria,2023-06-10 16:00:00,Drinking Chocolate,4.93586557088639
Astoria,2023-06-10 16:00:00,Flavours,4.93586557088639
Astoria,2023-06-10 16:00:00,Tea,4.93586557088639
Astoria,2023-06-10 17:00:00,Bakery,5.039615415520226
Astoria,2023-06-10 17:00:00,Coffee,5.039615415520226
Astoria,2023-06-10 17:00:00,Coffee beans,5.039615415520226
Astoria,2023-06-10 17:00:00,Drinking Chocolate,5.039615415520226
Astoria,2023-06-10 17:00:00,Flavours,5.039615415520226
Astoria,2023-06-10 17:00:00,Tea,5.039615415520226
Astoria,2023-06-10 18:00:00,Bakery,3.456707073033654
Astoria,2023-06-10 18:00:00,Coffee,3.456707073033654
Astoria,2023-06-10 18:00:00,Coffee beans,3.456707073033654
Astoria,2023-06-10 18:00:00,Drinking Chocolate,3.456707073033654
Astoria,2023-06-10 18:00:00,Flavours,3.456707073033654
Astoria,2023-06-10 18:00:00,Tea,3.456707073033654
Astoria,2023-06-10 19:00:00,Bakery,6.310262219943995
Astoria,2023-06-10 19:00:00,Coffee,6.310262219943995
Astoria,2023-06-10 19:00:00,Coffee beans,6.310262219943995
Astoria,2023-06-10 19:00:00,Drinking Chocolate,6.310262219943995
Astoria,2023-06-10 19:00:00,Flavours,6.310262219943995
Astoria,2023-06-10 19:00:00,Tea,6.310262219943995
Astoria,2023-06-11 07:00:00,Bakery,5.886430487739243
Astoria,2023-06-11 07:00:00,Coffee,5.886430487739243
